Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,correo de programador,correo de planeador,imagen_observacion,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador
SALA DE PREPARACION JUGOS HOT FILL,90030210,UNIDAD HOT FILL (PHE),13352825,INSPECCION SEMANAL UNIDAD HOT FILL (PHE),"INSP FUGAS TUBERIA, VALVULAS",,,,"0,025",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030210,UNIDAD HOT FILL (PHE),13352825,INSPECCION SEMANAL UNIDAD HOT FILL (PHE),VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),,,,"0,025",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030210,UNIDAD HOT FILL (PHE),13352825,INSPECCION SEMANAL UNIDAD HOT FILL (PHE),PLAN MTTO MEC UNIDAD HOT FILL (PHE),,,,"0,025",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948924,UNIDAD OSMOSIS 1,13352865,INSPECCION SEMANAL UNIDAD OSMOSIS 1,MTTO MEC. OSMOSIS I 70948924,si,CUMPLE,"13/5/2024, 23:32:57","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948925,UNIDAD OSMOSIS 2,13352866,INSPECCION SEMANAL UNIDAD OSMOSIS 2,PLAN MTTO MEC UNIDAD OSMOSIS 2,si,CUMPLE,"13/5/2024, 23:33:58","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,FUNC. DE BOMBAS,si,CUMPLE,"14/5/2024, 21:28:13","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,INSP. INTERCAMBIADOR DE TEMP.,si,CUMPLE,"14/5/2024, 21:28:23","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,ESTADO DE TUBERIA,si,CUMPLE,"14/5/2024, 21:28:36","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,INSP. DE VALVULAS,si,CUMPLE,"14/5/2024, 21:28:44","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,INSP. TABLERO ELECTRICO,si,CUMPLE,"14/5/2024, 21:29:05","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,INSP. INSTRUMENTACION,si,CUMPLE,"14/5/2024, 21:29:23","0,0142857143",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES JUGO,69841403,UNIDAD SATELITE JUGOS,13352804,INSPECCION SEMANAL UNIDAD SATELITE JUGOS,ESTADO TANQUE ALMACENAMIENTO,si,CUMPLE,"14/5/2024, 21:29:35","0,0142857143",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70948922,UNIDAD UV,13352867,INSPECCION SEMANAL UNIDAD UV,MTTO MEC. UNIDAD UV 70948922,si,CUMPLE,"13/5/2024, 23:33:50","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,709806,UNIDAD UV HX08,13352868,INSPECCION SEMANAL UNIDAD UV HX08,PLAN MTTO MEC UNIDAD UV HX08,si,CUMPLE,"13/5/2024, 23:33:30","0,1",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,64960301,VAPORIZADOR GAS PROPANO,13352134,INSPECCION SEMANAL VAPORIZADOR GAS PROPA,PLAN MTTO VAPORIZADOR GAS PROPANO,,,,"0,1",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030213,VOLTEADOR DE PULPAS,13352827,INSPECCION SEMANAL VOLTEADOR DE PULPAS,REVISAR ESTADO VOLTADOR,,,,"0,025",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030213,VOLTEADOR DE PULPAS,13352827,INSPECCION SEMANAL VOLTEADOR DE PULPAS,INSPECCION MOTOR,,,,"0,025",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030213,VOLTEADOR DE PULPAS,13352827,INSPECCION SEMANAL VOLTEADOR DE PULPAS,VERIFICAR ESTADO PIEZAS TANQUES (QUE LAS PIEZAS ESTEN COMPLETAS Y EN BUEN ESTADO),,,,"0,025",,,,,,,
SALA DE PREPARACION JUGOS HOT FILL,90030213,VOLTEADOR DE PULPAS,13352827,INSPECCION SEMANAL VOLTEADOR DE PULPAS,PLAN MTTO MEC VOLTEADOR DE PULPAS,,,,"0,025",,,,,,,
BOMBAS DE SERVICIO PROCESO,70948935,BOMBAS   PLANTA  TRATAMIENTO  AGUA,13352832,INSPECCION SEMANAL BOMBAS   PTAP,INSPECCIÓN SEMANAL BOMBAS   PLANTA  TRATAMIENTO  AGUA,,,,"0,1",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,INSTRUMENTOS MEDICION,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,"MOTOBOMBAS: AGUA, DOSIFICADOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VENTILADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESCAPES FLUIDOS: GAS, VAPOR",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,"VALVULAS, ELECTROVALVULAS",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,"TUBERIAS, CHEQUES",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE SEGURIDAD,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,"ESTADO GRAL, PINTURA",,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VISOR Y MIRILLA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS DE PURGA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULA MODULADORA,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,VALVULAS REGULADORAS GAS,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,QUEMADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,659371,CALDERA DE 300 BHP,13352300,INSPECCION SEMANAL CALDERA DE 300 BHP,TABLERO DE CONTROL/CLIMATIZADOR,,,,"0,0071428571",,,,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Nivel tanque recibidor gaseosa (D) (35-50-80),si,CUMPLE,"16/5/2024, 8:02:54","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Nivel tanque recibidor Jugos (D) (30-45-75),si,CUMPLE,"16/5/2024, 8:03:01","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Nivel tanque recibidor L10,si,CUMPLE,"16/5/2024, 8:03:09","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Detección de fugas con velas de azufre (S),si,CUMPLE,"16/5/2024, 8:03:16","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Limpieza del condensador y sus incrustaciones (M),si,CUMPLE,"16/5/2024, 8:03:25","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Ajuste del torque en las prensaestopas todas las valvulas del sistema (BIM),si,CUMPLE,"16/5/2024, 8:03:33","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Ajuste de tornillo en flanches (Sem-Sep-Feb),si,CUMPLE,"16/5/2024, 8:03:40","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Revisión y calibración de manómetros (Sem-Sep-Feb),si,CUMPLE,"16/5/2024, 8:03:49","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,Revisión de las válvulas de drenaje de aceite y las válvulas de cierre rápido (sem-Sep-Feb),si,CUMPLE,"16/5/2024, 8:03:55","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,"Revisión de la integridad de los equipos y accesorios, oxidación y estado general (A-Jun)",si,CUMPLE,"16/5/2024, 8:04:02","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VERIFICACION FUNCION FLOTADORES TRAMPAS AMONIACO GAS,si,CUMPLE,"16/5/2024, 8:04:09","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VERIFICACION FUNCION FLOTADORES TRAMPAS AMONIACO L8,si,CUMPLE,"16/5/2024, 8:04:17","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,VERIFICACION FUNCION FLOTADORES TRAMPAS AMONIACO L10,si,CUMPLE,"16/5/2024, 8:04:24","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638555,CONDENSADOR EVAPORATIVO,13352307,INSPECCION SEMANAL CONDENSADOR EVAPORATI,PLAN MTTO MEC CONDENSADOR EVAP GASEOSA,si,CUMPLE,"16/5/2024, 8:04:34","0,0071428571",.,.,CUMPLE,,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,638556,CONDENSADOR EVAPORATIVO,13352308,INSPECCION SEMANAL CONDENSADOR EVAPORATI,PLAN MTTO MEC CONDENSADOR EVAP GASEOSA,si,CUMPLE,"16/5/2024, 8:04:42","0,1",.,.,CUMPLE,,,,
TRATAMIENTO DE AGUA PARA ENVASADO,70965304,FILTRO ARENA,13352842,INSPECCION SEMANAL FILTRO ARENA,INSPECCIÓN SEMANAL FILTRO ARENA,,,,"0,1",,,,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de cadenas table top mesa de cargue,si,CUMPLE,"16/5/2024, 8:07:19","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de piñones de mesa de cargue,si,CUMPLE,"16/5/2024, 8:07:30","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado perfiles de desgaste plasticos,si,CUMPLE,"16/5/2024, 8:07:39","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de agitador de envase,si,CUMPLE,"16/5/2024, 8:07:45","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,"Estado de tableros eléctricos de mando, control y potencia",si,CUMPLE,"16/5/2024, 8:07:54","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado embrague cargue,si,CUMPLE,"16/5/2024, 8:08:02","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estados de las guías del cargue y descargue,si,CUMPLE,"16/5/2024, 8:08:10","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado del flujo de agua en el pre-enjuague,si,CUMPLE,"16/5/2024, 8:08:19","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Flujo de agua y centrado de boquillas enjuague,si,CUMPLE,"16/5/2024, 8:08:30","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de motores y motobombas,si,CUMPLE,"16/5/2024, 8:08:45","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado cajas reductoras,si,CUMPLE,"16/5/2024, 8:08:53","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de las cortinas descarga,si,CUMPLE,"16/5/2024, 8:09:00","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado embrague descargue,si,CUMPLE,"16/5/2024, 8:09:10","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de flautas pre-rinse,si,CUMPLE,"16/5/2024, 8:09:16","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,"Fugas (aceite, agua, aire y soda)",si,CUMPLE,"16/5/2024, 8:09:25","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de punteras leva descarga,si,CUMPLE,"16/5/2024, 8:09:39","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estados instrumentos de medidas,si,CUMPLE,"16/5/2024, 8:09:45","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de la pintura,si,CUMPLE,"16/5/2024, 8:09:53","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de electroválvulas y válvulas neumáticas,si,CUMPLE,"16/5/2024, 8:10:09","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado cadenas de transmisión,si,CUMPLE,"16/5/2024, 8:10:19","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado caja de transmisión y cardan,si,CUMPLE,"16/5/2024, 8:10:29","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de las Canastas (punteras),si,CUMPLE,"16/5/2024, 8:10:35","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de los ventiladores de barrido,si,CUMPLE,"16/5/2024, 8:10:46","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado de sensores,si,CUMPLE,"16/5/2024, 8:10:56","0,0038461538",.,.,CUMPLE,,,,
LINEA DE ENVASADO FAMILIAR Y PRB,828266,LAVADORA DE BOTELLAS,13351999,INSPECCION SEMANAL LAVADORA DE BOTELLAS,Estado y limpieza de extractor y/o climatizador tablero eléctrico.,si,CUMPLE,"16/5/2024, 8:11:09","0,0038461538",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,PISTONES ELEVACION CARRUSEL,si,CUMPLE,"14/5/2024, 8:35:14","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,SELLADO VALVULAS LLENADO/CENTRADORES,si,CUMPLE,"14/5/2024, 8:35:18","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,"SISTEMA NEUMATICO (TUBERIA,VALVULAS,GRIFOS)",si,CUMPLE,"14/5/2024, 8:35:23","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP UNIDAD MTTO AIRE,si,CUMPLE,"14/5/2024, 8:35:28","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSTRUMENTACION,si,CUMPLE,"14/5/2024, 8:35:33","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP INTERCAMBIADOR Y REJILLA AIRE,si,CUMPLE,"14/5/2024, 8:35:37","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,ESCAPES FLUIDOS,si,CUMPLE,"14/5/2024, 8:35:41","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,ESTADO ESTRELLAS Y PINZAS,si,CUMPLE,"14/5/2024, 8:35:45","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,FORMATOS MANEJO ENVASES,si,CUMPLE,"14/5/2024, 8:35:48","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,FUNC VALVULA REGULADORA PRODUCTO,si,CUMPLE,"14/5/2024, 8:35:52","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,ESTADO PARTE SUP-INF CARRUSEL,si,CUMPLE,"14/5/2024, 8:35:55","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP ROTACION CARRUSE(UNION ROTACION BOLAS),si,CUMPLE,"14/5/2024, 8:35:59","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,TUBERIAS Y ACCESORIOS,si,CUMPLE,"14/5/2024, 8:36:04","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,TRANSMISION PPAL(ARBOL)/MOTORES,si,CUMPLE,"14/5/2024, 8:36:10","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,EQUIPO ELECTRICO/ ELECTRONICO,si,CUMPLE,"14/5/2024, 8:36:14","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP FILTRO TABLERO ELECTRICO,si,CUMPLE,"14/5/2024, 8:36:18","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP FUN FRENO MOTOR,si,CUMPLE,"14/5/2024, 8:36:24","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,ESTADO CUERPO PPAL(PUERTAS LATERAL),si,CUMPLE,"14/5/2024, 8:36:28","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSPECCION PRESION POSITIVA CABINA,si,CUMPLE,"14/5/2024, 8:36:32","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP. TABLERO ELECTRICO/CLIMATIZADOR,si,Extractores de calor no están en huso provocando alta temperatura dentro del tablero ,,"0,0032258065",WILLIAM MAZORRA,WALTER MORA,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/yC2LdbeYb9hc957BV30t/pub/btxk5b23C70bO3L018cM.jpg,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP. LAMPARAS Y BOMBILLAS ,si,CUMPLE,"14/5/2024, 8:39:21","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,FUNC MOTORREDUCTORES (TAPONADOR),si,CUMPLE,"14/5/2024, 8:39:31","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,ESTADO BANDAS ALIMENTACION (TAPONADOR),si,CUMPLE,"14/5/2024, 8:39:49","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,INSP SISTEMA NEUMATICO (TAPONADOR),si,CUMPLE,"14/5/2024, 8:40:05","0,0032258065",.,.,CUMPLE,,,,
LINEA PET CSD - LINEA 10,519561,LLENADORA DE BOTELLAS PET 162 VALVULAS,13352108,INSPECCION SEMANAL LLENADORA DE BOTELLAS,FUNC SENSORES TAPAS (TAPONADOR),si,CUMPLE,"14/5/2024, 8:34:39","0,0032258065",.,.,CUMPLE,,,,
